season,HT,plot,shdi,ReS,GrE,CrO,UcN,PuU,CoM,InS,Wa,prd,REI,RE,RN,RRatio,FDE,FDN,CoverageE,CoverageN,HeightE,HeightN,LeafSE,LeafSN,InDE,InDN,InNE,InNN,FlowerDE,FlowerDN,FruitLE,FruitLN,SeedE,SeedN,shapeReS,shapeGrE,shapeCrO,shapeUcN,shapePuU,shapeCoM,shapeInS,shapeWa,pdReS,pdGrE,pdCrO,pdUcN,pdPuU,pdCoM,pdInS,pdWa,areaReS,areaGrE,areaCrO,areaUcN,areaPuU,areaCoM,areaInS,areaWa,contigReS,contigGrE,contigCrO,contigUcN,contigPuU,contigCoM,contigInS,contigWa,CoverEbox,RRatiobox,HeightEbox,LeafSEbox,InDEbox,InNEbox,FlowerDEbox,FruitLEbox,SeedEbox
spring,W,A124,0.866659182,181.4437605,39.95512538,0,3.871375262,7.118265131,0,0,16.00180502,2.0129608,2,3,18,0.142857143,0.128825297,0.248442854,28,283,0.625,0.508876404,6.07,9.493772894,16.5,11.48412698,64.75,83.01587302,4,6.318181818,10.2,4.185606061,0.0610125,0.810138154,1.553389458,1.99246223,0,1.342667017,1.61330733,0,0,3.777440868,11.67517264,5.63629024,0,1.61036864,2.0129608,0,0,1.20777648,253.2481011,115.197222,0,98.42507676,116.9283241,0,0,136.3725414,46.01951078,29.15731522,0,7.175359076,5.447786404,0,0,1.440506741,3.388344273,-2.5328394,-0.471109879,2.46432539,2.65189769,4.950553029,1.226863446,2.993183435,-4.048320938
spring,R,A130,0.938070638,166.5642925,28.33195432,0,1.362941179,13.93658913,0,6.815067704,10.67052329,2.635261747,2,2,19,0.095238095,0.032679454,0.177273279,17,335,0.785714286,0.463146067,7.809523809,22.02274305,20,8.384615385,84.28571429,53.49462366,4,6.409574468,7.5,6.59787234,0.042767857,1.722626222,1.45661107,1.956346968,0,2.404951342,1.384209156,0,1.491769353,4.116742958,16.68999107,7.466574951,0,0.439210291,3.074472039,0,2.196051456,0.878420582,188.7844966,94.94324544,0,NA,78.98120848,0,58.69207264,128.7554141,43.71520933,26.21057132,0,NA,3.837097065,0,0.766898665,1.317621071,2.873730575,-3.242044636,-0.241453086,2.940766972,2.823203625,5.322570066,1.226863446,2.508248572,-4.7959068
spring,R,A131,1.289370375,125.5877753,36.29577123,0,2.461398683,13.38012416,2.828274806,27.40246245,9.141872779,3.224355055,2,4,15,0.210526316,0.197584206,0.172127711,42,277,0.772222222,0.785352113,71.72888889,21.57424242,16.16666667,11.28947368,31.5,114.5526316,4.888888889,5.720779221,15.88888889,3.432467532,42.7864,2.235480519,1.480024748,1.896601527,0,1.885654412,1.254391509,1.399064027,1.504935617,5.847914906,13.35804237,9.212443014,0,0.921244301,2.763732904,1.381866452,4.145599356,0.460622151,150.5750799,111.2526563,0,15.19609164,78.65505911,79.80747797,112.5535312,NA,6.137843898,28.48965408,0,1.311799698,1.291062595,2.212294365,1.206075889,NA,3.808398947,-1.921072419,-0.258817273,9.382364248,2.633646259,3.973081888,1.380428802,3.749678388,2.436011503
spring,FR,A136,1.113008703,146.9852644,18.5069828,0,0,63.12367817,5.201029849,0,16.60530539,1.996627612,0,3,10,0.230769231,0.14579166,0.133416007,6,87,0.177,0.235757576,4.045000001,5.09040404,4.8125,7.212121212,18,26.75757576,5.375,4.503030303,13,4.793939394,0.3304,0.386483125,1.494669363,1.986791454,0,0,1.335194211,1.380420381,0,3.462883453,16.37234641,3.993255223,0,0,3.194604178,1.197976567,0,0.798651045,102.8987505,211.7914223,0,0,249.0395171,137.9621236,0,129.3073732,20.19072371,5.862878176,0,0,40.4577677,9.631391984,0,1.510554322,1.807907781,-1.785038959,-1.746684747,1.775535486,1.522860584,3.251858919,1.451063962,3.398445672,-1.275941625
spring,R,A142,1.444507184,111.8635691,26.71972552,0,12.5584519,6.443849851,1.033331565,41.00799472,25.41177958,3.110576061,2,2,6,0.25,0.114602198,0.15823172,33,146,0.85,0.526818182,5.5,9.78030303,20,9.619047619,100,18.85714286,2.75,8.431818182,13.45,22.73636364,1.0229375,0.814018182,1.333300169,2.548297796,0,1.386315381,1.183031276,1.372844014,1.515883499,3.377133634,15.55288031,2.666208052,0,4.888048096,0.888736017,1.333104026,1.333104026,2.221840044,92.94870795,73.80641387,0,286.6276364,20.58192899,141.2105035,150.0997511,204.0095112,3.676247288,7.730430642,0,129.8883474,0.157165801,7.811578582,6.61151475,56.3242938,3.558354105,-1.669058646,-0.162651063,2.288400067,2.823203625,5.567997134,0.924845278,3.45697042,0.022614223
spring,R,A147,1.594790866,71.5553164,17.6704763,0,2.106824126,8.030028276,68.33845683,27.2429039,22.36352382,3.221241349,2,2,3,0.4,0.025620692,0.147260325,11,14,0.79,0.354,7.466666668,331.7733333,20,6.5,89,11.5,3.7,7.25,7.32,11.5,0.0443,0.145,1.323921241,1.771386653,0,1.184431628,1.20834365,1.329422594,1.484254438,4.316199316,11.96461073,4.14159602,0,3.681418685,1.840709342,7.823014705,0.460177336,0.920354671,75.57929686,156.2106437,0,282.1765989,97.85521548,79.06343711,NA,135.5094784,1.924786404,29.18181537,0,180.1600365,6.577421694,12.40778029,NA,9.632914912,2.42687596,-1.034646629,-0.236000377,2.852954944,2.823203625,5.400337258,1.165690355,2.471254578,-4.718847063
spring,FR,A149,1.583088223,51.14557075,17.28659507,0,22.10880904,6.237255901,89.19612422,6.282120436,21.60191215,3.273194042,0,1,6,0.142857143,0,0.142215233,6,18,0.208,0.18,14.66666667,5.481818182,3.25,9.790909091,40,22.45454545,9.5,5.009090909,10,4.545454545,0.569,0.451824,1.336441115,1.516190075,0,1.283450348,1.080611873,1.29632366,1.7275881,3.895385202,8.884383828,8.884383828,0,1.402797447,0.935198298,12.62517702,0.467599149,1.402797447,67.16480246,240.2759938,0,98.82606406,68.31113367,107.6594105,NA,171.0840145,1.883992923,32.35517418,0,1.15514737,0.539283021,64.9130529,NA,50.6890042,1.807907781,-2.5328394,-1.582609889,4.32118796,1.151301991,4.290932367,1.850990328,2.961000464,-0.605554487
spring,FR,A150,1.58164036,56.57815949,27.59964932,0,28.7813233,6.245215738,75.87823151,0,21.86965212,2.765585751,0,1,3,0.25,0,0.12249365,2,14,0.35,0.5,5.133333333,13.59523809,6,6.25,160,65,2,7.428571429,2,3.178571429,0.34,5.607142857,1.32038563,1.39042764,0,1.303932307,1.078578535,1.412696496,0,3.423334212,9.679550128,16.59351451,0,1.382792875,0.921861917,9.679550128,0,0.460930958,69.43497698,287.1003294,0,86.70910308,68.04381922,88.33949075,0,NA,2.667643455,24.82281153,0,15.24747294,0.54289229,1.361742779,0,NA,0.695555006,-1.669058646,-1.055352092,2.168673824,1.729058272,6.26029277,0.651650021,0.746134209,-1.238298734
spring,FR,A151,1.636532746,47.6609712,33.41105394,0,47.76951443,5.545111894,66.72333354,0,26.16072788,2.640023399,1,3,9,0.25,0.095464062,0.145508116,142,86,0.201,0.285153846,6.618371212,9.56673077,3.627272727,8.522727273,19.36363636,14.20833333,6.840909091,8.696153846,7.674418605,13.96923077,0.532545455,5.734426667,1.262573278,1.444945013,0,1.189233185,1.141528077,1.477423255,0,2.444016615,7.920070198,15.8401404,0,3.080027299,1.3200117,9.680085798,0,0.8800078,63.228698,325.594768,0,143.0625145,59.38090248,97.8251517,0,117.2056745,1.425900311,24.0517806,0,2.724305707,0.869108319,14.13069997,0,0.527156185,5.080682155,-1.669058646,-1.617390791,2.623412207,1.255840539,3.344150772,1.625424729,2.543432271,-0.682424901
spring,FR,A152,1.637100301,46.22060252,33.63863292,0,50.1129628,5.264708545,65.63609217,0,26.88073131,2.634424469,0,2,4,0.333333333,0.070605804,0.083097983,11,97,0.202,0.201555556,4.381666668,1.807283951,3.8125,3.026923077,13,19.51851852,6.125,2.32962963,7,4.392592593,0.52925,3.14093913,1.268418551,1.449241719,0,1.241800946,1.120360557,1.428681678,0,2.415288552,7.903273408,15.80654682,0,3.512565959,1.317212235,10.09862713,0,0.87814149,66.35900305,326.2723108,0,155.4717323,30.83647585,104.2047925,0,114.5097667,2.630584491,24.0088747,0,13.8264502,0.339931786,22.3095118,0,0.408546458,2.42687596,-1.271585683,-1.612347859,1.904013903,1.303095704,2.847070254,1.546441625,2.403674325,-0.689696899
spring,FR,A153,1.63698321,45.69670052,33.70665334,0,50.99035393,5.165934204,65.26487432,0,27.11807918,2.632241678,1,3,4,0.428571429,0.126246388,0.132897153,40,44,0.137090909,0.204545455,3.741060606,5.512878788,2.086363636,8,25.09090909,13.81818182,5.409090909,8.181818182,7,11.09090909,0.377,0.56,1.268534189,1.452137693,0,1.231512141,1.11831438,1.455843185,0,2.403094771,7.896725033,15.79345007,0,3.50965557,1.316120839,10.09025976,0,0.877413893,67.68313983,326.6177832,0,155.0654812,20.17967063,104.8994042,0,113.8166491,3.56226759,23.97715465,0,10.3286928,0.191037527,19.41629186,0,0.380276409,3.757763013,-0.947874704,-2.006985479,1.653237961,0.724711025,3.676006947,1.455732396,2.403674325,-1.104752068
spring,FR,A154,1.635589958,44.04286348,33.90311659,0,53.80198544,4.846093482,64.25723132,0,27.93975144,2.622480301,0,3,6,0.333333333,0.056112275,0.161960777,90,21,0.337,0.214571429,5.844166667,8.46,5.758522727,11.5,148.6818182,52.75,2.630681818,3.6,2.681818182,8.4625,0.360215909,11.733952,1.270402261,1.458794974,0,1.172306588,1.134947332,1.532947106,0,2.370295319,7.430360852,15.73488181,0,3.933720451,1.31124015,10.05284115,0,0.8741601,66.27013872,327.6754268,0,165.6783872,18.30106604,106.2365392,0,111.4728998,0.836299252,23.84880947,0,31.5284453,0.390488277,7.848280239,0,0.30301794,4.602586901,-1.271585683,-1.093609009,2.396005905,1.690789427,6.150506992,0.887723773,1.096115436,-1.163203815
spring,R,A156,1.632057338,42.90388317,33.87959889,0,56.17293143,4.564604701,63.92038549,0,28.43832669,2.610060483,0,1,2,0.333333333,0,0.103654946,4,6,0.985,0.353333333,22.5,195.7777778,4,9,5,16,16,24,20,12,0.32,0.29,1.312173021,1.450984088,0,1.17067541,1.191406158,1.44914219,0,2.359234462,7.395171368,15.6603629,0,3.915090724,1.305030241,9.57022177,0,0.870020161,70.40962458,328.2152031,0,166.8354315,43.94770627,103.0505325,0,111.6334768,1.992899211,27.22321524,0,37.67567917,1.129467201,17.62925171,0,0.303235457,1.395947979,-1.271585683,-0.01511478,5.436243336,1.348558832,1.717643272,2.182791988,4.171088458,-1.318295897
spring,FR,A158,1.631254445,42.56776096,33.94219215,0,56.44826942,4.474152008,63.87841544,0,28.59173446,2.609801704,0,1,3,0.25,0,0.077335897,20,102,0.35,0.503488372,5.133333335,14.6,6,5.87,160,57.76,2,3.82,2,2.194,0.34,3.907528,1.338623135,1.465914101,0,1.216317797,1.225306851,1.528981153,0,2.344737225,7.394438161,15.22384327,0,3.479735605,1.304900852,10.00423986,0,0.869933901,71.81539533,323.6585976,0,153.6187321,53.725513,106.5469594,0,110.9038583,2.833087745,20.44775236,0,5.536369449,1.667008791,7.962771764,0,0.27936374,3.041055791,-1.669058646,-1.055352092,2.168673824,1.729058272,6.26029277,0.651650021,0.746134209,-1.238298734
spring,FR,A159,1.628737055,42.06050226,33.95883545,0,57.36509792,4.283477731,63.81618399,0,28.77915244,2.605713246,0,1,7,0.125,0,0.130320369,5,61,0.35,0.276888889,5.133333333,3.363010753,6,6.423076923,160,9.483870968,2,6.990322581,2,32.82258065,0.34,23.86240667,1.393182819,1.461880211,0,1.210382834,1.309194868,1.511297044,0,2.338895422,8.251425279,15.19999393,0,3.474284328,1.302856623,9.988567443,0,0.868571082,85.54626579,323.9605653,0,153.9366619,66.27289563,106.4999711,0,111.0678977,38.63534578,24.80430422,0,4.599586917,3.039030998,16.15139394,0,0.284946061,1.622459127,-2.758195665,-1.055352092,2.168673824,1.729058272,6.26029277,0.651650021,0.746134209,-1.238298734
spring,FR,A160,1.624254488,41.56445969,33.96172994,0,58.74251153,3.954591739,63.79881707,0,29.06498295,2.596423679,0,1,3,0.25,0,0.041057054,13,94,0.35,0.470833333,5.133333333,10.55300546,6,4.303278689,160,22.78688525,2,3.885245902,2,3.68442623,0.34,1.79195082,1.306709145,1.467067378,0,1.213793284,1.640550906,1.49014192,0,2.329881791,7.356533758,15.1458048,0,3.461898239,1.29821184,9.520220157,0,0.86547456,76.07144931,324.3945887,0,154.576074,86.16700622,101.6779085,0,111.37085,4.98155446,24.0774644,0,3.995319339,17.23855919,7.553762668,0,0.294509063,2.598127241,-1.669058646,-1.055352092,2.168673824,1.729058272,6.26029277,0.651650021,0.746134209,-1.238298734
spring,FR,A161,1.540768169,25.28080408,30.30346122,0,93.71007541,3.892722097,59.61375187,0,34.26420374,2.428510535,0,1,1,0.5,0,0,36,10,0.208,0.182,14.66666667,0.68,3.25,NA,40,2,9.5,8.8,10,50,0.569,38.54,1.295401359,1.534499548,0,1.159412164,1.111367647,1.325685159,0,2.360113646,4.85702107,12.95205619,0,3.238014046,0.809503512,7.285531604,0,0.809503512,37.25294612,322.7603432,0,181.8700254,23.69948,91.57801752,0,115.9313806,0.428898791,22.47630899,0,0.555517714,0.132443825,2.087183901,0,0.362606913,3.648500868,-0.759533479,-1.582609889,4.32118796,1.151301991,4.290932367,1.850990328,2.961000464,-0.605554487
spring,FR,A164,1.521052324,22.65622874,29.79403165,0,98.49574649,3.892722097,58.55364631,0,34.75879907,2.417880961,0,2,6,0.25,0.174942442,0.162982434,3,37,0.279,0.264444444,9.900000002,3.534509804,4.625,5.3125,100,10.625,5.75,4.623529412,6,9.147058824,0.4545,1.725176471,1.330821362,1.588818354,0,1.164588295,1.111367647,1.362036825,0,2.377548555,4.835761923,11.68642465,0,3.223841282,0.80596032,7.253642884,0,0.80596032,49.3213653,309.7941312,0,183.1707682,23.69948,94.11512303,0,116.296208,0.966567222,22.28661084,0,0.546172203,0.132443825,4.400309916,0,0.359888085,1.104669194,-1.669058646,-1.284726095,3.426918325,1.485511337,5.567997134,1.500588942,2.175427059,-0.871654938
spring,FR,A165,1.494849042,20.91266263,28.69883044,0,105.8918823,3.892722097,56.20657983,0,35.28704279,2.391488977,1,1,1,0.5,0,0,3,2,0.8,NA,16.66666667,2.833333334,12,NA,9,NA,20,30,5.2,10,0.03,13,1.290883271,1.653763621,0,1.223626167,1.111367647,1.289446002,0,2.450844989,3.985814961,10.3631189,0,3.188651969,0.797162992,5.580140946,0,0.797162992,84.34094479,301.8443445,0,190.7290611,23.69948,68.22902107,0,116.6733844,2.689985385,23.75439474,0,0.610732879,0.132443825,1.33045644,0,0.334166796,1.104669194,-0.759533479,-0.223392702,4.637944926,2.365403398,2.402166581,2.315577299,1.970053387,-5.611245657
spring,FR,A169,1.685639542,15.45583256,81.66430938,0,23.01659227,2.27253346,44.50598127,27.13074256,36.67929065,3.033911124,0,1,1,0.5,0,0,1,1,0.208,0.4,14.66666667,12,3.25,20,40,20,9.5,8.5,10,55,0.569,2.35,1.246906267,2.072041444,0,1.235247808,1.189799237,1.234996519,1.744244067,1.912134291,1.300247624,6.067822247,0,2.600495249,0.433415875,4.334158748,0.86683175,5.634406373,129.5548809,152.6304827,0,106.9391173,NA,115.9740842,54.62523887,326.7562887,66.37325313,28.9645839,0,0.698604486,NA,10.32439914,0.81536181,31.03951119,0,-0.759533479,-1.582609889,4.32118796,1.151301991,4.290932367,1.850990328,2.961000464,-0.605554487
spring,FR,B2,1.183458403,96.38566607,8.4674575,0,0.159558551,133.812096,4.52191103,12.2762395,12.83125722,2.607521272,1,2,5,0.285714286,0.07441985,0.124318712,5,37,0.12,0.725,1.791666667,3.813333334,3.3,5.083333333,25.33333333,12,3,4.740625,1.75,4.35625,0.314,2.830575,1.632372149,2.67011454,0,1.759455156,1.879121217,1.433693371,1.848800076,3.430664321,8.940072931,1.490012155,0,0.372503039,4.097533427,0.745006078,0.372503039,1.490012155,69.1144757,71.04744967,0,NA,282.8071951,30.34822191,NA,164.8603728,1.639200774,1.246437223,0,NA,33.75111408,0.246360132,NA,2.488230484,1.622459127,-1.480866352,-2.142900831,0.643035386,1.165861918,3.688454912,0.996806682,0.593825495,-1.343521724
spring,FR,B4,1.211958767,96.87845234,8.577086164,0,0.389308391,129.668639,4.52191103,14.60195914,12.81280487,2.617310072,0,1,2,0.333333333,0,0.064226754,1,21,0.35,0.102222222,5.133333333,2.992592593,6,5,160,6,2,13.33333333,2,15.44444444,0.34,0.282444444,1.618290908,2.677945929,0,1.515472318,1.870639467,1.433693371,1.778959718,3.367597897,9.347535972,1.495605755,0,0.373901439,4.112915827,0.747802878,0.373901439,1.495605755,74.70968293,69.39616827,0,NA,281.5915448,30.34822191,NA,165.3783795,20.34235895,1.255260076,0,NA,33.75300547,0.246360132,NA,2.236912036,0,-1.271585683,-1.055352092,2.168673824,1.729058272,6.26029277,0.651650021,0.746134209,-1.238298734
spring,FR,B5,1.227007169,97.53115898,8.605307404,0,0.504002406,126.6243632,4.52191103,15.90085981,12.74948799,2.627261835,2,2,5,0.285714286,0.065176967,0.1256848,25,127,0.106,0.19227027,3.933333333,1.397398374,2.48,7.857142857,27,10.34146341,8,6.643902439,18,34.32926829,0.272,26.02902244,1.661527273,2.6798393,0,1.42034221,1.766485821,1.433693371,1.750244505,2.557188272,9.007754862,1.501292477,0,0.375323119,4.503877431,0.750646239,0.375323119,2.251938716,70.28058649,68.99183898,0,NA,293.088352,30.34822191,NA,208.2029733,3.390878618,1.257666843,0,NA,47.1669085,0.246360132,NA,68.19359508,3.27124199,-1.480866352,-2.269690431,1.731343007,0.891957887,3.771182422,1.734606061,3.975610178,-1.53882655
spring,FR,B6,1.231900148,97.91576383,8.606392836,0,0.546696077,125.3203971,4.52191103,16.3335855,12.67495497,2.632373594,0,1,4,0.2,0,0.198303271,30,8,0.2,0.3364,0.325,10.20266667,4,14.33333333,4,38,4.5,6.36,4.5,15.2,0.38,8.245904,1.66486158,2.6798393,0,1.493861669,1.83234177,1.433693371,1.738047602,2.890561763,9.025280893,1.504213482,0,0.376053371,4.136587076,0.752106741,0.376053371,1.504213482,70.03189594,68.97645629,0,NA,279.2069998,30.34822191,NA,189.7835251,4.357450459,1.257435455,0,NA,33.76139417,0.246360132,NA,56.12291073,3.459699473,-1.998500785,-1.622459127,-0.939045252,1.348558832,1.466089226,1.317669824,1.76872906,-1.094646934
spring,R,B7,1.173821198,97.10639313,8.32237138,0,0.192483331,133.7238141,4.52191103,11.10035449,12.78603088,2.614346293,0,2,18,0.1,0.103276282,0.180702242,10,113,0.143333333,0.417083333,2.937777778,22.036,6,11.30851064,8.666666667,51.93617021,13.16666667,5.606122449,18,9.413265306,0.1183,1.057127917,1.601822682,2.650173358,0,1.636016735,1.861841923,1.433693371,1.904656304,3.36104587,8.963473006,1.493912168,0,0.746956084,4.108258461,0.746956084,0.373478042,1.493912168,67.41293518,73.43285226,0,113.7750761,280.9061708,30.34822191,NA,165.3147441,1.685161486,1.237742024,0,12.90148688,33.75744871,0.246360132,NA,2.236725009,2.329299228,-3.15269561,-1.961573264,1.294161216,1.729058272,2.357241422,2.062368489,3.975610178,-2.820462182
spring,FR,B9,1.192863276,96.51338527,8.506894874,0,0.233729759,132.5537181,4.52191103,13.0288059,12.82546825,2.610149101,1,1,7,0.125,0,0.187083932,6,115,0.75,0.447727273,10.66666667,149.3857143,20,5.911764706,45,27.52941176,6.5,5.680952381,9,3.866666667,0.03,3.844254545,1.612637745,2.672078044,0,1.787238282,1.879414381,1.433693371,1.826749429,3.410162033,9.321961076,1.491513772,0,0.372878443,4.101662874,0.745756886,0.372878443,1.491513772,73.96333945,70.43858069,0,NA,282.4039902,30.34822191,NA,165.0651459,20.96113181,1.250808534,0,NA,33.7514317,0.246360132,NA,2.428018289,1.807907781,-2.758195665,-0.288096274,3.587830706,2.823203625,4.449895074,1.589095448,2.792002213,-5.611245657
spring,FR,B10,1.209107213,96.79234138,8.57057357,0,0.364343448,130.1766213,4.52191103,14.37365654,12.81606117,2.615692954,0,1,5,0.166666667,0,0.137206411,2,36,0.35,0.39505,5.133333333,12.05,6,5.475,160,35.7,2,15.45,2,10.65,0.34,0.632476,1.604217767,2.67586254,0,1.536634203,1.871447098,1.433693371,1.78527021,3.376814392,9.715430974,1.494681688,0,0.373670422,4.110374643,0.747340844,0.373670422,1.494681688,78.77950442,69.49067514,0,NA,281.8242992,30.34822191,NA,165.3357258,30.25341043,1.25469795,0,NA,33.75250148,0.246360132,NA,2.270541342,0.695555006,-2.282230251,-1.055352092,2.168673824,1.729058272,6.26029277,0.651650021,0.746134209,-1.238298734
spring,FR,B11,1.213974572,96.93453301,8.585407812,0,0.402333579,129.3563963,4.52191103,14.78648264,12.81208125,2.617809411,2,2,8,0.2,0.118644729,0.209827469,5,67,0.825,0.365925926,7.500000002,155.7554938,20,5.861111111,45,8.833333333,4.5,10.42105263,14.5,13.01052632,1.014,0.306794444,1.636325049,2.677858906,0,1.491606612,1.871874396,1.433693371,1.77463923,3.364604624,8.975346553,1.495891092,0,0.373972773,4.113700504,0.747945546,0.373972773,1.495891092,70.40912797,69.27606512,0,NA,281.5620497,30.34822191,NA,165.4019548,7.531371165,1.255866809,0,NA,33.75309648,0.246360132,NA,2.220125781,1.622459127,-1.998500785,-0.192557046,2.861609314,2.823203625,4.449895074,1.317669824,3.587739751,0.013878772
spring,W,B13,1.24176701,98.95198988,8.598432999,0,0.638234202,122.4146948,4.52191103,17.12124755,12.59825109,2.643057751,0,1,9,0.1,0,0.196062937,8,208,0.15,1.174307692,0.28,21.24564103,6,19.1953125,14,201.0859375,3.5,8.403846154,18,3.951923077,0.1183,0.419190615,1.664451983,2.677772578,0,1.598524685,1.824087481,1.433693371,1.718338863,3.92833265,9.439491969,1.510318715,0,0.377579679,4.153376467,0.755159358,0.377579679,1.132739036,73.47893142,69.08955208,0,NA,277.0048532,30.34822191,NA,142.5504503,7.840513215,1.256977134,0,NA,33.76623235,0.246360132,NA,2.330819006,2.101212571,-3.15269561,-1.915229645,-1.039408697,1.729058272,2.938327724,1.121560067,3.975610178,-2.820462182
spring,W,B16,1.285743762,105.5828959,9.756589281,0,0.932748171,107.9158518,4.527338192,19.99583413,12.35547606,2.68130677,0,1,11,0.083333333,0,0.13752825,3,199,0.15,0.565,0.28,11.43228758,6,7.95049505,14,58.95049505,3.5,5.299019608,18,4.234313725,0.1183,1.427779798,1.684634382,2.663881107,0,1.819324277,1.739602575,1.51519139,1.645178701,3.923539978,9.959139433,1.915219122,0,0.383043824,4.979569716,1.532175297,0.383043824,1.149131473,69.23669143,70.14921419,0,NA,217.1501677,120.3933629,NA,141.9618205,9.997826222,1.139276326,0,NA,44.83337243,55.86557492,NA,2.332678475,1.104669194,-3.492455615,-1.915229645,-1.039408697,1.729058272,2.938327724,1.121560067,3.975610178,-2.820462182
spring,W,B17,1.303347768,112.8151314,11.35181298,0,0.932748171,96.38349521,4.52191103,20.28202645,12.42277286,2.705733353,2,2,18,0.1,0.039791026,0.202131659,9,226,0.8,0.861217391,8.333333333,18.09146667,18.66666667,13.84507042,84.83333333,127.4246575,5.833333333,6.392,6.616666667,7.632,0.044895833,4.266478378,1.554769861,2.410662752,0,1.819324277,1.829488859,1.433693371,1.6536531,4.410462717,10.43640007,2.319200017,0,0.386533336,4.251866697,0.773066672,0.386533336,1.546133344,56.80665152,74.43342315,0,NA,285.1804937,30.34822191,NA,121.6809554,1.402898166,1.562084066,0,NA,33.76184116,0.246360132,NA,4.992866668,2.221541328,-3.15269561,-0.223392702,3.070067985,2.761917464,5.331806203,1.511077606,2.319427122,-4.689774024
spring,R,B19,1.335940155,135.5893105,13.27338999,2.425579416,2.859390532,68.70533295,4.52191103,20.28202645,10.24792831,3.101918946,1,2,11,0.153846154,0.082826411,0.203765368,19,205,0.306666667,1.265756757,13.33333333,18.95840426,6.041666667,15.74691358,50,155.9574468,8.416666667,6.900531915,9.483333333,9.864361702,0.482145833,7.058291489,1.615495153,1.79613611,2.955849646,2.126786592,1.779165417,1.433693371,1.6536531,4.152721385,9.693496708,6.97931763,0.387739868,0.775479737,3.489658815,0.775479737,0.387739868,1.550959473,60.80641151,156.0093543,NA,49.15658175,244.8490819,30.34822191,NA,114.088189,9.117502568,61.84456071,NA,0.000742585,9.566907495,0.246360132,NA,5.97895443,2.988216192,-2.411105053,-1.189007049,4.093564633,1.73549919,4.59336685,1.769366708,2.87544216,-0.800266918
spring,FR,B28,1.635055238,93.73142225,56.81442192,43.52149416,8.741710065,30.10374167,0.825652182,20.71800843,2.500836057,3.113357905,0,1,4,0.2,0,0.190733867,38,33,0.15,0.555,0.28,15.79487179,6,13.11538462,14,97.15384615,3.5,4.153846154,18,7.392307692,0.1183,15.05984615,1.507299185,1.906099141,1.487734304,2.378914806,1.661343127,1.876668073,1.589526749,5.009594452,7.005055287,10.11841319,1.556678953,1.945848691,2.724188167,0.778339476,1.556678953,1.556678953,77.56353724,178.1821302,108.0424994,147.7583185,158.8240983,20.82277638,194.3987226,83.10523318,13.12117527,55.24266862,6.51350328,13.0185546,9.622711945,1.210678505,66.92855359,7.747153835,3.704555885,-1.998500785,-1.915229645,-1.039408697,1.729058272,2.938327724,1.121560067,3.975610178,-2.820462182
spring,FR,B31,1.105668508,98.62925467,7.573423082,0,3.548278242,138.0735032,4.52191103,2.220432709,10.66979967,2.639153092,1,3,6,0.333333333,0.058226703,0.188087333,55,50,0.773148148,0.609090909,12.4982716,18.65,16.44444444,8.444444444,36.07407407,45.44444444,8.203703704,10.18181818,10.92592593,11.43636364,0.101703704,0.998936364,1.66383973,2.284974641,0,2.073186041,1.750334795,1.433693371,1.887744855,3.566493822,8.294481147,1.885109352,0,0.754043741,4.524262444,0.754043741,0.37702187,1.508087481,65.14506848,111.715164,0,108.5427295,197.8223893,30.34822191,NA,170.3425492,1.839987548,5.077392841,0,1.481225287,32.31941291,0.246360132,NA,85.46532577,4.088710157,-1.271585683,-0.257615856,3.943128584,2.648882562,4.1527372,1.751860422,3.105960939,-3.08313956
spring,FR,B32,1.101411405,98.49574649,7.4833322,0,5.856630968,138.375977,4.52191103,0.674415279,10.13540516,2.636103748,1,1,7,0.125,0,0.16437707,10,217,0.75,0.787692308,10.66666667,14.68974359,20,10.88461538,45,74.63076923,6.5,8.561538462,9,6.266153846,0.03,0.090926667,1.690272744,2.261317261,0,1.878433377,1.776816165,1.433693371,2.018394505,5.432702817,8.284897495,1.882931249,0,1.882931249,4.142448747,0.7531725,0.37658625,0.7531725,69.91572354,113.7154708,0,165.9431835,190.5014526,30.34822191,NA,106.8884183,3.603967803,1.647435831,0,50.87742511,33.56987269,0.246360132,NA,2.657246377,2.329299228,-2.758195665,-0.288096274,3.587830706,2.823203625,4.449895074,1.589095448,2.792002213,-5.611245657
spring,R,B37,1.32258846,94.33058089,0.115417636,5.309573081,31.27275228,109.7556595,0,14.30925423,6.853781456,2.672296109,1,1,4,0.2,0,0.188860058,9,50,0.75,0.694444444,10.66666667,133.6388889,20,5.583333333,45,28.33333333,6.5,8.821428571,9,9.142857143,0.03,0.358857143,1.555251798,1.629486789,1.495892762,1.84464056,1.811571376,0,1.881075273,6.098079564,6.48986198,0.763513174,0.381756587,3.817565871,3.054052696,0,0.381756587,1.145269761,70.55155615,6.649907033,NA,87.08098293,179.1116066,0,NA,90.33043444,0.855291342,0.622229295,NA,9.364707428,46.54224921,0,NA,4.596598146,2.221541328,-1.998500785,-0.288096274,3.587830706,2.823203625,4.449895074,1.589095448,2.792002213,-5.611245657
