season,HT,plot,shdi,ReS,GrE,CrO,UcN,PuU,CoM,InS,Wa,prd,REI,RE,RN,RRatio,FDE,FDN,CoverageE,CoverageN,HeightE,HeightN,LeafSE,LeafSN,InDE,InDN,InNE,InNN,FlowerDE,FlowerDN,FruitLE,FruitLN,SeedE,SeedN,shapeReS,shapeGrE,shapeCrO,shapeUcN,shapePuU,shapeCoM,shapeInS,shapeWa,pdReS,pdGrE,pdCrO,pdUcN,pdPuU,pdCoM,pdInS,pdWa,areaReS,areaGrE,areaCrO,areaUcN,areaPuU,areaCoM,areaInS,areaWa,contigReS,contigGrE,contigCrO,contigUcN,contigPuU,contigCoM,contigInS,contigWa,CoverNbox,RNbox,HeightNbox,LeafSNbox,InDNbox,InNNbox,FlowerDNbox,FruitLNbox,SeedNbox
spring,FR,B11,1.213974572,96.93453301,8.585407812,0,0.402333579,129.3563963,4.52191103,14.78648264,12.81208125,2.617809411,2,2,8,0.2,0.118644729,0.209827469,5,67,0.825,0.365925926,7.500000002,155.7554938,20,5.861111111,45,8.833333333,4.5,10.42105263,14.5,13.01052632,1.014,0.306794444,1.636325049,2.677858906,0,1.491606612,1.871874396,1.433693371,1.77463923,3.364604624,8.975346553,1.495891092,0,0.373972773,4.113700504,0.747945546,0.373972773,1.495891092,70.40912797,69.27606512,0,NA,281.5620497,30.34822191,NA,165.4019548,7.531371165,1.255866809,0,NA,33.75309648,0.246360132,NA,2.220125781,13.59408936,3.09454467,-0.937782508,3.786327105,2.043862098,2.0640756,2.641283144,2.235476266,-1.269448343
spring,FR,B12,1.238058651,98.58619919,8.595900324,0,0.608927529,123.416187,4.52191103,16.81660288,12.60006014,2.640057023,0,1,5,0.166666667,0,0.225650772,8,116,0.14,0.5325,4.266666667,128.6136364,6,10.55555556,6,29.88888889,18,7.861111111,NA,27.6,NA,4.621422222,1.648328423,2.677772578,0,1.556126321,1.825075094,1.433693371,1.726207742,3.370600056,9.428775081,1.508604013,0,0.377151003,4.148661036,0.754302006,0.377151003,1.508604013,73.79866781,69.12567772,0,NA,277.6259391,30.34822191,NA,168.8894723,13.70844774,1.25665429,0,NA,33.76512177,0.246360132,NA,56.76187039,18.31988127,2.180452588,-0.603173949,3.680641249,2.862488489,3.124583238,2.289901254,2.779776334,1.398345936
spring,W,B13,1.24176701,98.95198988,8.598432999,0,0.638234202,122.4146948,4.52191103,17.12124755,12.59825109,2.643057751,0,1,9,0.1,0,0.196062937,8,208,0.15,1.174307692,0.28,21.24564103,6,19.1953125,14,201.0859375,3.5,8.403846154,18,3.951923077,0.1183,0.419190615,1.664451983,2.677772578,0,1.598524685,1.824087481,1.433693371,1.718338863,3.92833265,9.439491969,1.510318715,0,0.377579679,4.153376467,0.755159358,0.377579679,1.132739036,73.47893142,69.08955208,0,NA,277.0048532,30.34822191,NA,142.5504503,7.840513215,1.256977134,0,NA,33.76623235,0.246360132,NA,2.330819006,24.92073283,3.348896652,0.16249964,2.558408002,3.777467135,4.658744227,2.372224997,1.27538004,-0.916403312
spring,W,B14,1.27343569,103.0896579,9.186013693,0,0.901994255,112.9888006,4.52191103,19.32322791,12.46221023,2.666932694,0,0,5,0,0,0.147531999,0,111,0,0.73015873,0,13.14285714,0,14.42857143,0,108.7142857,0,6.76984127,0,4.337301587,0,0.440925397,1.579268932,2.678935553,0,1.802342138,1.731351663,1.433693371,1.657306515,3.927510218,8.762778851,1.904951924,0,0.380990385,5.333865387,0.76198077,0.380990385,1.142971154,59.0301559,80.17683473,0,NA,221.2080749,30.34822191,NA,142.2285672,1.818108028,1.802076666,0,NA,36.15864473,0.246360132,NA,2.331829341,17.89290875,2.180452588,-0.307670408,2.215805141,3.329784746,4.179665391,2.107593976,1.354967954,-0.860464301
spring,W,B15,1.266191684,101.9445268,8.948665827,0,0.840486424,115.3637265,4.52191103,18.88688412,12.5280598,2.661250283,0,0,5,0,0,0.03675652,0,162,0,0.572115385,0,13.99519231,0,4.8125,0,34.51923077,0,4.149038462,0,2.271634615,0,1.517255769,1.581567578,2.706925747,0,1.768613403,1.751094527,1.433693371,1.668307047,3.927052949,8.744108071,1.900893059,0,0.380178612,4.942321953,0.760357224,0.380178612,1.140535835,60.68285706,85.18729505,0,NA,210.1931328,30.34822191,NA,142.3831683,2.096765494,2.938489025,0,NA,30.9879717,0.246360132,NA,2.331228579,21.86779455,2.180452588,-0.537144581,2.261759376,1.786359127,3.245674823,1.529082478,0.784561855,0.40664654
spring,W,B16,1.285743762,105.5828959,9.756589281,0,0.932748171,107.9158518,4.527338192,19.99583413,12.35547606,2.68130677,0,1,11,0.083333333,0,0.13752825,3,199,0.15,0.565,0.28,11.43228758,6,7.95049505,14,58.95049505,3.5,5.299019608,18,4.234313725,0.1183,1.427779798,1.684634382,2.663881107,0,1.819324277,1.739602575,1.51519139,1.645178701,3.923539978,9.959139433,1.915219122,0,0.383043824,4.979569716,1.532175297,0.383043824,1.149131473,69.23669143,70.14921419,0,NA,217.1501677,120.3933629,NA,141.9618205,9.997826222,1.139276326,0,NA,44.83337243,55.86557492,NA,2.332678475,24.35342733,3.807875556,-0.548708281,2.11258292,2.458494558,3.688059717,1.814614421,1.334491524,0.348618579
spring,W,B17,1.303347768,112.8151314,11.35181298,0,0.932748171,96.38349521,4.52191103,20.28202645,12.42277286,2.705733353,2,2,18,0.1,0.039791026,0.202131659,9,226,0.8,0.861217391,8.333333333,18.09146667,18.66666667,13.84507042,84.83333333,127.4246575,5.833333333,6.392,6.616666667,7.632,0.044895833,4.266478378,1.554769861,2.410662752,0,1.819324277,1.829488859,1.433693371,1.6536531,4.410462717,10.43640007,2.319200017,0,0.386533336,4.251866697,0.773066672,0.386533336,1.546133344,56.80665152,74.43342315,0,NA,285.1804937,30.34822191,NA,121.6809554,1.402898166,1.562084066,0,NA,33.76184116,0.246360132,NA,4.992866668,26.01825151,5.085354851,-0.147856559,2.445955603,3.266718963,4.304783096,2.038258828,1.821198948,1.33152194
spring,W,B18,1.297131341,118.6797222,11.5341656,0,0.932748171,90.06917361,4.52191103,20.28202645,11.96978577,2.713288373,0,0,12,0,0,0.177047166,0,186,0,0.755438596,0,38.34527778,0,12.94827586,0,109.8448276,0,5.736206897,0,4.301724138,0,1.27467069,1.532844563,2.130600462,0,1.819324277,1.720476347,1.433693371,1.6536531,3.927381997,10.46554087,3.100900998,0,0.387612625,5.426576747,0.77522525,0.387612625,2.325675749,52.23602976,100.9638544,0,NA,327.1249351,30.34822191,NA,137.3793977,0.679989795,40.58820526,0,NA,56.20380343,0.246360132,NA,5.302094457,23.50988937,4.017430111,-0.275022216,2.953444183,3.165294922,4.187846741,1.908648612,1.347955903,0.239188075
spring,R,B19,1.335940155,135.5893105,13.27338999,2.425579416,2.859390532,68.70533295,4.52191103,20.28202645,10.24792831,3.101918946,1,2,11,0.153846154,0.082826411,0.203765368,19,205,0.306666667,1.265756757,13.33333333,18.95840426,6.041666667,15.74691358,50,155.9574468,8.416666667,6.900531915,9.483333333,9.864361702,0.482145833,7.058291489,1.615495153,1.79613611,2.955849646,2.126786592,1.779165417,1.433693371,1.6536531,4.152721385,9.693496708,6.97931763,0.387739868,0.775479737,3.489658815,0.775479737,0.387739868,1.550959473,60.80641151,156.0093543,NA,49.15658175,244.8490819,30.34822191,NA,114.088189,9.117502568,61.84456071,NA,0.000742585,9.566907495,0.246360132,NA,5.97895443,24.73307537,3.807875556,0.239601113,2.478931335,3.464742383,4.462551941,2.130766881,2.023508213,1.741976808
spring,R,B20,1.577633361,119.4836658,22.07154253,32.26158112,5.44018677,50.11043013,4.211115577,20.52082156,5.981093874,3.07597145,0,0,7,0,0,0.154199714,0,223,0,0.554782609,0,22.83985507,0,9.565217391,0,78.7826087,0,4.402173913,0,5,0,7.030834783,1.566336584,1.90057138,1.561935897,2.277155212,1.618953923,1.637067353,1.484929734,5.106698935,8.074425057,8.84341792,0.768992863,1.537985725,3.460467882,1.537985725,0.768992863,1.153489294,60.69083012,133.2677679,64.23254686,113.12363,218.471136,108.8241801,138.129994,88.28773555,1.087348979,59.90385629,0.249097909,13.75261134,6.030987884,2.459373208,3.652384605,6.801177296,25.83857499,2.818932088,-0.565534265,2.60833252,2.719974171,3.922871692,1.597562445,1.475019938,1.738893247
spring,R,B23,1.523060769,124.4379407,15.78435674,27.24000941,3.601826236,56.33104273,4.936546175,20.52082156,7.000314819,3.078665384,0,0,5,0,0,0.153505374,0,105,0,1.654857143,0,34.37380952,0,24.92857143,0,296.9285714,0,9.928571429,0,4.314285714,0,0.368822857,1.537697883,1.939245461,1.543318948,1.990416027,1.641676348,1.595435888,1.484929734,5.092084336,8.85116298,8.081496634,0.769666346,1.539332692,3.463498557,1.539332692,0.769666346,1.154499519,61.86611301,150.823433,79.97872843,89.56633167,232.3153898,101.744958,138.129994,96.61725405,1.234246959,56.19570478,0.424937521,26.46804346,6.054686963,5.74536331,3.652384605,6.631938171,17.36711544,2.180452588,0.521900648,2.882392927,4.205663555,4.954819715,2.580232758,1.350439024,-1.059586476
spring,W,B24,1.574157848,119.4782386,21.41811228,32.49929079,5.134456667,50.90424296,4.190492363,20.52082156,6.106642212,3.073940203,0,0,9,0,0,0.202588702,0,148,0,1.348591549,0,27.23896714,0,21.91549296,0,226.9014085,0,8.714084507,0,5.04084507,0,0.556616129,1.553499703,1.903917526,1.556994276,2.243253192,1.619604395,1.637602103,1.484929734,5.119935771,8.069093033,8.837578083,0.768485051,1.536970101,3.458182728,1.536970101,0.768485051,1.152727576,60.13073826,133.0021356,62.66220585,111.6011208,221.2539585,111.0661526,138.129994,89.52888177,0.9204774,59.89773322,0.23643815,13.86289854,6.028371918,2.853740514,3.652384605,6.772371072,20.85090841,3.348896652,0.305409661,2.728071842,3.992364244,4.751113354,2.417157127,1.481832662,-0.606965995
spring,R,B25,1.609423426,116.7230496,27.19767755,33.48558696,7.463070797,45.70755484,3.801545783,20.52082156,5.431503311,3.073013136,0,0,6,0,0,0.174664746,0,120,0,0.785897436,0,107.4252137,0,10.75,0,72.34375,0,3.6640625,0,3.46875,0,0.38625,1.562333985,1.896561626,1.578806865,2.021788128,1.565608775,1.648934993,1.484929734,5.030841706,7.298406198,8.834912766,0.768253284,2.304759852,4.225393062,1.152379926,0.768253284,1.152379926,53.97865768,143.2208624,58.4205434,172.5086543,222.1107,97.52967033,138.129994,83.37566433,0.970846113,53.07811741,0.169261231,12.2371336,25.91387422,2.735521509,3.652384605,7.067799947,18.65461369,2.51680752,-0.236911012,3.579039636,2.889140871,3.854186011,1.386658277,1.162459217,-1.007691676
spring,FR,B26,1.62838786,105.0738281,40.59806312,39.88493409,8.54235233,36.59426511,0.92804463,20.52082156,4.24078406,3.120330559,0,0,4,0,0,0.149338765,0,179,0,0.9,0,32.15,0,13.4,0,47,0,3.4375,0,9,0,100.58572,1.491526168,2.001116865,1.593964792,2.349676016,1.535957365,1.82586898,1.484929734,4.994402823,7.800826397,8.970950357,0.78008264,1.950206599,3.900413199,0.78008264,0.78008264,1.17012396,74.78576934,148.3037142,27.70389423,152.6625626,206.2959076,34.1285846,138.129994,72.88544939,2.93031297,53.14383454,0.031943211,12.90628287,13.05922289,1.738918538,3.652384605,7.885236409,23.04294796,1.797727874,-0.104587264,2.838468211,3.217096088,3.502235391,1.314210922,1.951855554,3.541359979
spring,R,B27,1.626320997,105.6874592,38.62149087,40.48951989,8.466372068,37.59503371,0.721088869,20.52082156,4.628283397,3.116113361,0,0,4,0,0,0.190498252,0,56,0,0.628571429,0,254.5307407,0,6.2,0,13.2,0,9.65,0,14,0,1.768,1.496039817,2.008617881,1.589990635,2.326633193,1.542076488,1.908897985,1.484929734,5.017826628,7.790283403,8.958825913,0.77902834,1.947570851,3.505627531,0.77902834,0.77902834,1.16854251,74.16090921,147.1723223,25.17853149,154.6359985,195.3660147,3.335074633,138.129994,77.69128205,2.559404867,53.13820425,0.043385427,12.8583135,5.930016874,0.47784253,3.652384605,7.843012227,12.30097605,1.797727874,-0.44953676,4.046565877,2.118790338,2.420711276,2.544481961,2.290528316,0.550801914
spring,FR,B28,1.635055238,93.73142225,56.81442192,43.52149416,8.741710065,30.10374167,0.825652182,20.71800843,2.500836057,3.113357905,0,1,4,0.2,0,0.190733867,38,33,0.15,0.555,0.28,15.79487179,6,13.11538462,14,97.15384615,3.5,4.153846154,18,7.392307692,0.1183,15.05984615,1.507299185,1.906099141,1.487734304,2.378914806,1.661343127,1.876668073,1.589526749,5.009594452,7.005055287,10.11841319,1.556678953,1.945848691,2.724188167,0.778339476,1.556678953,1.556678953,77.56353724,178.1821302,108.0424994,147.7583185,158.8240983,20.82277638,194.3987226,83.10523318,13.12117527,55.24266862,6.51350328,13.0185546,9.622711945,1.210678505,66.92855359,7.747153835,9.076185097,1.797727874,-0.565173501,2.349261181,3.184632375,4.090482973,1.530417712,1.795636721,2.314943853
spring,FR,B29,1.667433172,83.86665155,65.49643321,42.93644614,11.85690081,23.94934044,1.274297539,25.34701545,1.86513453,3.117787441,0,0,5,0,0,0.18465153,0,61,0,0.469,0,33.44833333,0,8,0,27.71428571,0,8.210526316,0,7.605263158,0,0.339842105,1.447124654,1.928882551,1.496369778,1.998929139,1.933382144,1.68279025,1.798279693,6.781479175,5.456128022,10.52253261,1.558893721,3.507510871,3.117787441,0.77944686,1.16917029,0.77944686,56.92984133,182.7466354,100.7237724,149.4833387,156.9669538,63.28224231,124.2898375,100.2260967,0.83919088,50.36961978,1.722386157,10.05164748,6.528961495,2.860772012,2.638367028,8.468464131,12.90374866,2.180452588,-0.718404053,2.864510982,2.467147915,3.06072529,2.343465279,1.818392046,-1.152281625
spring,R,B30,1.739550066,68.82002697,70.47241676,38.72858686,17.10641331,24.3780862,1.760209406,32.24276696,2.542806106,3.124373751,0,0,3,0,0,0.092666471,0,82,0,0.392258065,0,93.97580645,0,7.740740741,0,38.88888889,0,1.412962963,0,1.481481481,0,0.04,1.510706012,1.798244928,1.552334802,1.893677096,1.42472314,1.655527922,1.678234747,5.053088853,5.858200784,13.27858844,1.562186876,4.296013908,7.810934379,0.781093438,1.562186876,1.171640157,83.44944874,195.4946467,105.1192315,133.0584076,226.0038676,84.85281374,121.6219841,83.2357663,27.69248953,59.80889564,1.169794745,34.64179245,99.41863226,3.320943738,10.98112122,7.944910049,15.19052732,1.34757555,-0.877122076,3.502113198,2.421320149,3.345226955,0.351733382,0.384667188,-3.92895588
spring,FR,B31,1.105668508,98.62925467,7.573423082,0,3.548278242,138.0735032,4.52191103,2.220432709,10.66979967,2.639153092,1,3,6,0.333333333,0.058226703,0.188087333,55,50,0.773148148,0.609090909,12.4982716,18.65,16.44444444,8.444444444,36.07407407,45.44444444,8.203703704,10.18181818,10.92592593,11.43636364,0.101703704,0.998936364,1.66383973,2.284974641,0,2.073186041,1.750334795,1.433693371,1.887744855,3.566493822,8.294481147,1.885109352,0,0.754043741,4.524262444,0.754043741,0.37702187,1.508087481,65.14506848,111.715164,0,108.5427295,197.8223893,30.34822191,NA,170.3425492,1.839987548,5.077392841,0,1.481225287,32.31941291,0.246360132,NA,85.46532577,11.53940343,2.51680752,-0.478972649,2.467397694,2.542884948,3.474448735,2.611958521,2.137534285,-0.00106427
spring,FR,B32,1.101411405,98.49574649,7.4833322,0,5.856630968,138.375977,4.52191103,0.674415279,10.13540516,2.636103748,1,1,7,0.125,0,0.16437707,10,217,0.75,0.787692308,10.66666667,14.68974359,20,10.88461538,45,74.63076923,6.5,8.561538462,9,6.266153846,0.03,0.090926667,1.690272744,2.261317261,0,1.878433377,1.776816165,1.433693371,2.018394505,5.432702817,8.284897495,1.882931249,0,1.882931249,4.142448747,0.7531725,0.37658625,0.7531725,69.91572354,113.7154708,0,165.9431835,190.5014526,30.34822191,NA,106.8884183,3.603967803,1.647435831,0,50.87742511,33.56987269,0.246360132,NA,2.657246377,25.47541158,2.818932088,-0.234705076,2.296946709,2.907356279,3.879292436,2.395246881,1.661792075,-2.778246255
spring,FR,B34,1.138580514,101.9195618,7.786529627,0,10.99362031,129.8690822,4.52191103,0,9.126314916,2.270860523,0,0,2,0,0,0.030866372,0,117,0,0.4,0,3.392857143,0,4,0,4,0,28.85714286,0,9.904761905,0,12.41647143,1.644508908,2.535409628,0,1.879589121,1.655097394,1.433693371,0,5.527178059,10.21887235,1.513907015,0,1.513907015,4.541721046,0.756953508,0,0.756953508,89.47888424,84.29631376,0,142.9624171,200.5988393,30.34822191,0,103.0595286,8.958396639,1.230818252,0,4.380318968,47.08967489,0.246360132,0,3.013296125,18.40411995,0.78729416,-0.859954023,1.136343568,1.552065931,1.339340169,3.996689647,2.026684952,2.173925362
spring,R,B37,1.32258846,94.33058089,0.115417636,5.309573081,31.27275228,109.7556595,0,14.30925423,6.853781456,2.672296109,1,1,4,0.2,0,0.188860058,9,50,0.75,0.694444444,10.66666667,133.6388889,20,5.583333333,45,28.33333333,6.5,8.821428571,9,9.142857143,0.03,0.358857143,1.555251798,1.629486789,1.495892762,1.84464056,1.811571376,0,1.881075273,6.098079564,6.48986198,0.763513174,0.381756587,3.817565871,3.054052696,0,0.381756587,1.145269761,70.55155615,6.649907033,NA,87.08098293,179.1116066,0,NA,90.33043444,0.855291342,0.622229295,NA,9.364707428,46.54224921,0,NA,4.596598146,11.53940343,1.797727874,-0.355491974,3.701991774,1.979680717,3.079425201,2.432369012,1.964211968,-1.090512277
spring,R,B38,1.313525568,95.03755913,0.219619139,5.039300434,30.88850924,110.6225581,0,13.24878685,7.001400251,2.671167118,1,2,1,0.666666667,0.093309965,0,46,6,0.116666667,0.4,2.343333333,14.58333333,2.733333333,4,26,4,4.5,6,18,8,0.232766667,0.7459,1.553809069,1.63001368,1.515673139,1.838925203,1.72655118,0,1.857481241,6.038480517,6.487120144,0.763190605,0.381595303,3.815953026,3.434357724,0,0.381595303,1.144785908,70.27828934,13.74606263,NA,88.22988939,192.1843141,0,NA,91.41025715,0.858452982,2.203099716,NA,9.406201852,57.64894041,0,NA,4.443501377,2.840137424,0,-0.859954023,2.291678114,1.552065931,1.339340169,1.962311989,1.858759239,-0.29838144
spring,R,B39,1.32948794,93.30774183,0.090090882,5.748087737,31.02310284,110.3146572,0,14.90515657,6.889962533,2.668915677,2,2,8,0.2,0.135644372,0.202056389,6,100,0.533333333,0.8175,8.23611111,123.9364583,13.7,11.77272727,40.66666667,90.18181818,6,11.72307692,9,11.73846154,0.116666667,0.870836364,1.559811432,1.607646741,1.472138965,1.846413158,1.829303496,0,1.868278592,6.068864735,6.481652359,0.762547336,0.381273668,3.812736682,2.668915677,0,0.381273668,1.143821005,71.55545617,22.1503329,NA,85.63386511,165.5919771,0,NA,90.63233442,0.872724471,0.937560188,NA,9.279055486,52.22519083,0,NA,4.554387186,16.91689249,3.09454467,-0.198688635,3.65991278,3.02300194,4.031135114,2.79099006,2.157447965,-0.1394552
spring,FR,B40,1.334452038,94.1764495,0.005427162,5.163401529,32.71637726,106.1194613,0,16.12301163,6.32155781,2.685844248,0,0,7,0,0,0.158191387,0,173,0,0.298684211,0,6.413636364,0,5.607692308,0,38.2,0,4.112121212,0,5.136363636,0,2.815593939,1.555971778,1.314600291,2.3024092,1.84548519,1.773650325,0,1.738536013,6.261831836,6.522764602,0.383692035,0.767384071,3.836920354,2.685844248,0,0.767384071,1.151076106,69.79196304,NA,139.6574293,87.77807563,162.7214421,0,141.154775,86.7402076,0.838109669,NA,32.44207556,9.970532851,44.72035362,0,21.34046308,5.161131055,22.63509719,2.818932088,-1.111685595,1.665784057,1.985414932,3.330336714,1.518782841,1.497528271,0.973459808
spring,W,B41,1.340820026,93.36997329,0.003256297,5.625795696,32.50146166,106.6241873,0,16.53475229,6.340371971,2.681994408,1,1,15,0.0625,0,0.205641543,2,198,0.75,1.018867925,10.66666667,18.23630952,20,15.06363636,45,149.0909091,6.5,7.525,9,7.836607143,0.03,1.113582143,1.559150483,1.29879673,1.801732653,1.838479847,1.781999677,0,1.718559722,6.22849906,6.51341499,0.383142058,1.149426175,3.831420583,2.681994408,0,0.766284117,1.149426175,70.64322553,NA,168.2487515,86.65435662,163.5551099,0,141.3718433,87.78138904,0.842470666,NA,54.53523958,9.438720357,44.89335369,0,57.63061562,5.097032972,24.28957674,4.585824993,0.018716613,2.451586608,3.396034015,4.427532344,2.236315054,1.842324249,0.106890521
spring,R,B42,1.314638623,96.66462218,0.009045269,3.873546126,33.47509445,104.2640956,0,14.92758884,6.150421315,2.698905335,0,0,9,0,0,0.208413972,0,267,0,0.6345,0,153.9766667,0,7.846153846,0,62.46153846,0,6.428571429,0,6.246428571,0,0.340646154,1.549708489,1.280154928,1.639250803,1.87283855,1.682275456,0,1.808849227,6.378747254,6.940042289,0.385557905,0.385557905,3.470021144,3.084463239,0,0.77111581,1.156673715,73.58783723,NA,NA,79.56662788,173.4073979,0,138.6997372,84.48777129,4.906686781,NA,NA,9.858862244,42.63193871,0,6.002922829,5.405319599,28.35943678,3.348896652,-0.440734172,3.780055361,2.440106691,3.735176239,2.045128774,1.659215091,-1.14959209
spring,R,B43,1.390639496,97.22904698,0.212744734,2.966848331,39.0021158,78.05054338,0,29.44596969,3.533444001,2.795072701,2,4,14,0.222222222,0.179885848,0.185412067,40,178,0.354166667,0.524772727,4.736666666,11.75909091,10.66666667,10.34615385,30.16666667,51.56410256,9.958333333,7.573863636,12.25714286,10.74090909,0.07295,0.95115,1.58484889,3.704163553,1.531391262,1.833658913,1.644966468,0,1.901452686,6.905562596,8.385218104,0.3992961,0.7985922,3.992961002,3.194368802,0,0.7985922,1.197888301,83.02883566,NA,5.967291373,90.61737122,151.1153411,0,110.810327,140.0140656,16.3678982,NA,0.172273335,9.378637114,40.91837666,0,0.525177077,7.26305015,22.97547208,4.405184606,-0.616543518,2.133587232,2.833320671,3.578507644,2.24423759,2.089381568,-0.050234304
spring,R,B44,1.429117217,94.85701556,0.18741798,3.886933125,43.40680014,66.06483794,0,35.4216364,3.010627435,2.83589944,0,1,7,0.125,0,0.146640243,40,221,0.14,0.631132075,4.266666667,116.1352201,6,6.775,6,166.5,18,2.44047619,NA,2.095238095,NA,0.151395349,1.513659415,1.842693293,1.466757996,1.778783309,1.585042651,0,1.955348822,12.79278047,8.912826812,0.810256983,1.215385474,5.266670389,3.241027932,0,0.810256983,0.810256983,91.08326638,140.8753278,71.22085421,113.4134612,133.5860517,0,115.5757479,NA,14.6445967,141.4213562,1.079860388,8.154051291,41.29375369,0,0.584344212,NA,25.71809148,2.818932088,-0.445726057,3.623309765,2.238393522,4.513285798,0.933204149,0.710376046,-2.11880743
spring,FR,B45,1.473178617,91.10141974,0,7.345482296,45.42461882,60.27839826,0,40.20586024,2.731309519,2.428293614,0,0,11,0,0,0.100437572,0,162,0,0.348214286,0,9.042440477,0,8.035714286,0,28.23214286,0,5.785714286,0,8.339285714,0,0.676630357,1.486964938,0,1.567267619,1.790818835,1.466763301,0,1.978720932,13.2116658,8.094312046,0,1.214146807,5.26130283,3.237724819,0,0.809431205,0.809431205,86.34000805,0,64.21919659,110.5404568,132.1846999,0,118.6511994,NA,1.908270752,0,1.122680455,8.175688101,49.35760054,0,0.611894519,NA,21.86779455,3.807875556,-0.980732393,1.935035164,2.473362806,3.076397991,1.918886889,1.89172729,-0.399930421
spring,R,B46,1.510308964,88.57272426,0,11.62534192,43.75015856,59.91731111,0,42.88760168,2.714304412,2.405123472,0,1,2,0.333333333,0,0.159378277,105,41,0.14,0.666666667,4.266666667,371.1388889,6,1,6,10,18,1.75,NA,1,NA,0.04,1.472110588,0,1.728282814,1.808501907,1.567915629,0,1.980759345,13.14040908,7.616224326,0,0.801707824,5.211100855,2.405123472,0,0.801707824,0.801707824,85.01397022,0,102.891508,114.7253728,110.7758111,0,120.0750066,NA,1.39487955,0,0.795131635,8.916430677,1.573805387,0,0.631888849,NA,10.30163823,0.78729416,-0.394171669,4.236253954,0,2.174981237,0.575570503,0,-3.92895588
spring,R,B47,1.525034252,86.5621418,0,13.66161294,41.94146651,62.78321423,0,43.47373513,2.842385426,2.387921358,0,1,8,0.111111111,0,0.189989689,37,66,0.14,0.592307692,4.266666667,39.90964912,6,6.176470588,6,25.58823529,18,8.132352941,NA,5.258823529,NA,0.442254545,1.480982517,0,1.691103543,1.738375785,1.507558394,0,1.975795846,12.93369067,7.163764075,0,0.795973786,4.775842717,3.183895145,0,0.795973786,0.795973786,82.72719202,0,84.99363959,109.1322763,146.0809397,0,120.3628081,NA,0.928087971,0,0.423932642,32.83670446,55.42794513,0,0.637962928,NA,13.48133432,3.09454467,-0.504989377,2.979197255,2.113700601,2.992989537,2.331662263,1.517183443,-0.857144193
spring,R,B48,1.535235444,85.12973295,0,15.16276584,41.43818773,63.3295485,0,44.10871304,2.840576372,2.380862395,0,0,4,0,0,0.194561746,0,62,0,0.85,0,152.7708333,0,9,0,56.66666667,0,2.583333333,0,2.333333333,0,0.08,1.487879397,0,1.662434315,1.804833705,1.505219442,0,1.975617046,12.78062794,7.142587186,0,0.793620798,4.364914392,3.174483194,0,0.793620798,0.793620798,85.08038461,0,79.23483451,100.9458118,149.0738627,0,120.6659617,NA,1.133129437,0,0.349721334,8.939132075,70.60783064,0,0.642557944,NA,13.02118128,1.797727874,-0.160684004,3.775757535,2.632982752,3.655802096,0.995577521,0.809011262,-2.950273769
spring,W,B49,1.524675666,86.64427284,0,13.60082873,42.02287394,62.58023839,0,43.47843867,2.836234643,2.388887971,0,0,16,0,0,0.177788629,0,236,0,0.544025974,0,10.88547009,0,13.13461538,0,71.71794872,0,5.729487179,0,9.774358974,0,1.020159474,1.479853899,0,1.688253076,1.741583971,1.49830353,0,1.976610157,12.91815226,7.166663912,0,0.79629599,4.777775942,3.185183961,0,0.79629599,0.79629599,82.59306066,0,86.10333804,109.07127,145.7185585,0,120.3650863,NA,0.917660674,0,0.436941649,32.83649061,61.93537402,0,0.637711019,NA,26.60838271,4.75891293,-0.583538736,2.075887609,3.186844415,3.847170732,1.907252829,2.016378913,0.01993508
spring,W,B50,1.564108088,81.05646728,0,19.86920036,40.67368157,62.23977445,0,46.6431975,2.785942945,2.369029543,0,0,15,0,0,0.178546663,0,199,0,0.564301075,0,9.627142857,0,9.071428571,0,74.13265306,0,5.301020408,0,3.791836735,0,0.750334066,1.493179066,0,1.575273911,1.755794983,1.523527505,0,1.977652879,12.8404927,7.107088629,0,0.789676514,4.738059086,1.974191286,0,0.789676514,0.789676514,91.65794259,0,75.58816462,111.6158075,106.5950377,0,121.7937623,NA,2.641864993,0,0.320447268,29.93668703,0.392203123,0,0.658233292,NA,24.35342733,4.585824993,-0.549850897,1.982962835,2.644225312,3.87389369,1.81506044,1.239748592,-0.292244417
spring,R,B51,1.572198991,79.911698,0,21.18908606,41.4269716,59.50484683,0,48.35745694,2.637238718,2.371285646,0,0,9,0,0,0.201532005,0,107,0,0.695,0,36.01916667,0,14.1,0,107.4285714,0,7.757142857,0,9.402857143,0,0.484847059,1.490652066,0,1.549281683,1.815688097,1.540547925,0,2.070509514,13.03698315,7.113856937,0,0.790428549,4.347357017,1.976071371,0,1.185642823,0.790428549,93.39126292,0,82.30663046,102.8725415,105.7977281,0,154.7494656,NA,2.372012258,0,0.393757096,8.935252215,0.413371689,0,5.49448587,NA,17.54407582,3.348896652,-0.35473205,2.912891172,3.294541604,4.170251839,2.273549513,1.986160204,-0.756296181
